"X","Y","OBJECTID","GLOBALID","REQUESTID","REQUESTTYPE","REQUESTDATE","STATUS","STREETSEGID","COMMENTS","USERTYPE"
-77.0252489778252,38.8942474014397,81,"{EF86A552-C795-40DB-9BD7-3746DC6C2522}","81","Speeding","2015/06/29 20:42:26+00","Unassigned",8606,"","Biker"
-77.0229465297844,38.9270935628026,82,"{D61DE14E-0937-4307-AFC9-A1270B38D60C}","82","Speeding","2015/06/29 20:42:41+00","Unassigned",4509,"cars always speeding, never giving room when passing","Biker"
-77.0175578904348,38.8891946636093,83,"{C7DBD375-2BFA-47B5-91F4-53FA80402231}","83","Other Biking Issue","2015/06/29 20:42:43+00","Unassigned",12516,"The bikelanes on 4th St between Madison and Jefferson are too narrow and put cyclists in the dooring zone.","Biker"
-77.0248089542342,38.8941242423095,85,"{C87101DA-4E4F-4433-97F1-8B08FF246FCF}","85","Speeding","2015/06/29 20:42:52+00","Unassigned",8606,"","Biker"
-77.0276073992217,38.8949007250066,86,"{25E6AC02-52E3-4C1F-A3C6-D9C124579041}","86","Speeding","2015/06/29 20:43:07+00","Unassigned",10736,"","Biker"
-77.0038645615629,38.8898241925877,88,"{D38EC290-51B2-408C-AFEF-7C507982A910}","88","Other Biking Issue","2015/06/29 20:43:23+00","Unassigned",12094,"The south side door zone bike lane on East Capitol at 2nd is perpetually blocked by a cone, placed there by US Capitol Police explicitly to force cyclists into the general travel lane. (Also, door zone bike lane.)","Biker"
-77.0265339772622,38.894606243364,89,"{D07FA282-D2FB-4346-AC74-E99D74847359}","89","Speeding","2015/06/29 20:43:27+00","Unassigned",8870,"","Biker"
-77.0117375276548,38.8931854891179,90,"{CD0D02D0-72E3-4BE2-87EB-B39D2DD99A19}","90","Speeding","2015/06/29 20:43:49+00","Unassigned",3351,"","Biker"
-77.0555432914588,38.900106687114,91,"{CE556787-ACF9-4766-9B10-4B09DF43E2C7}","91","Other Biking Issue","2015/06/29 20:43:52+00","Unassigned",937,"There is no safe connection between the well-traveled bike route on the Capital Crescent Trail and Foggy Bottom/rest of DC. VA Ave. has NINE LANES for cars and NOTHING for the hundreds of cyclists that have to brave speeding, lane-changing motorists.","Biker"
-77.0099972309372,38.8944394747642,93,"{1FE5EC82-0E03-42A2-9EBB-7AD72C40C079}","93","Speeding","2015/06/29 20:44:01+00","Unassigned",3345,"","Biker"
-77.0175626655309,38.8918012084643,96,"{4D157AA7-0D50-4CEB-B960-3718CB0942E6}","96","Blocking the bikebox","2015/06/29 20:44:59+00","Unassigned",11684,"Drivers frequently enter bike box and crosswalk at this intersection during AM Rush.","Biker"
-77.0877328847177,38.9357961600199,97,"{077F60B9-E517-4E0C-801D-FF2556AA5108}","97","Blocking the bikebox","2015/06/29 20:45:24+00","Unassigned",9240,"drivers blocking bike lane","Biker"
-77.0310980757185,38.8997089410423,101,"{0BB2AFCE-C037-43BF-89C6-9A00BC084E91}","101","Double parking","2015/06/29 20:46:04+00","Unassigned",1140,"The east-bound bike lane is always blocked by idling vehicles during rush hour. Totally useless.","Biker"
-77.0272010862645,38.9386962382288,102,"{E7E8068E-D64D-43F4-B012-81D3A8D2CEBD}","102","Poor visibility","2015/06/29 20:46:12+00","Unassigned",3190,"I've had cars have a difficult time seeing me on my bike at this particular intersection.","Biker"
-77.0197622359817,38.8983182611302,103,"{9C848905-06E6-45CC-B459-15F1A2FB8FC6}","103","Red light running","2015/06/29 20:46:47+00","Unassigned",3108,"Drivers frequently make right on red without regard for traffic heading north on 6th St NW.","Biker"
-77.0199096223912,38.8993162959953,105,"{B48572AF-0EBB-47C1-A06F-27A7C1D5DE04}","105","Other Driving Issue","2015/06/29 20:47:30+00","Unassigned",11371,"Cars frequently parked here during AM rush hour restictions.","Biker"
-77.0199112793431,38.8997594845656,108,"{7D50697C-BFF2-4E48-954D-3E9A6EFFDA73}","108","Jaywalking","2015/06/29 20:48:15+00","Unassigned",11371,"Pedestrians frequently cross 6th without regard for the pedestrian signals and remain in the intersection against the right of way.","Biker"
-77.0199068295401,38.8943899177175,109,"{D47F03D7-95C0-4514-9217-8E30FF48FEE9}","109","Jaywalking","2015/06/29 20:49:02+00","Unassigned",6924,"Frequent jaywalking at this intersection in the AM.","Biker"
-77.0199069364059,38.894801765925,110,"{AF6776DF-46B1-4638-95B1-FC23683C5797}","110","Jaywalking","2015/06/29 20:49:31+00","Unassigned",5635,"Frequent jaywalking at this intersection in the AM.","Biker"
-77.0157836532643,38.8916291871889,118,"{4D1CDD0C-7319-434F-80D0-94B31FD7E036}","118","Double parking","2015/06/29 20:52:39+00","Unassigned",13022,"Uncontrolled parking area in the median of Pennsylvania Ave between 3rd & Constitution requires drivers to use the bike lanes to approach the parking area. Friends have been struck here. -drs","Biker"
-77.0209230131861,38.9158638788344,119,"{7523388B-07B6-4D4D-B977-1E5563924B87}","119","Speeding","2015/06/29 20:52:41+00","Unassigned",11325,"so much speeding, so little enforcement","Biker"
-77.0121615061806,38.912132153455,120,"{03ADB996-BAE7-4E06-830C-BDE4E1C0E5AC}","120","Speeding","2015/06/29 20:52:54+00","Unassigned",7181,"Cars always speed along Florida from beyond the NE side to the NW side creating a difficult situation for cyclists.","Biker"
-77.0239763120153,38.8957177669137,121,"{249FE082-D962-475E-A499-94FF2830CF49}","121","Other Driving Issue","2015/06/29 20:53:13+00","Unassigned",6812,"There is absolutely no enforcement of the bus/ bike only lane on 9th St.","Biker"
-77.0324065072561,38.8955104712366,122,"{20B961FB-7304-44AE-BCC5-775E17675DA6}","122","Other Driving Issue","2015/06/29 20:53:04+00","Unassigned",1067,"I was hit by a car here when I was in the cycle track","Biker"
-77.0219187709476,38.8953337471484,123,"{1EE3A0D8-BE8A-41D8-947D-B65BF018EB1D}","123","Other Driving Issue","2015/06/29 20:53:36+00","Unassigned",11841,"There is absolutely no enforcement of the bus/ bike only lane on 7th St.","Biker"
-77.0309177301208,38.8955111026952,124,"{28EA7CD7-71D9-49CB-925D-3DB78BF5E4B0}","124","Other Driving Issue","2015/06/29 20:53:34+00","Unassigned",6461,"Illegal u-turns","Biker"
-77.0283033291099,38.9386850287264,125,"{F753D4A6-A2F8-4BD5-98E9-F1CA12B36A21}","125","Speeding","2015/06/29 20:55:17+00","Unassigned",11022,"I've seen a lot of accidents on this corner between cyclists and cars and have almost been hit myself as a pedestrian at night.","Biker"
-77.0345701740685,38.9065661228251,126,"{F25C3D60-B8F6-4696-AC75-46147E899827}","126","Blocking the crosswalk","2015/06/29 20:55:47+00","Unassigned",746,"People driving cars constantly block the box here at rush hour forcing pedestrians and bikes into traffic to cross when its their turn.","Biker"
-77.0235176199091,38.9008818810223,129,"{A38F76C6-7523-4CBC-A0D4-080D169FE21B}","129","Double parking","2015/06/29 20:58:22+00","Unassigned",11469,"Government shuttle bus double parks here multiple times throughout the day.","Biker"
-77.0168206871471,38.9141090239654,130,"{72BDDF22-19D7-49DD-BBAE-E511F35ABCC4}","130","Red light running","2015/06/29 20:58:30+00","Unassigned",3485,"Drivers often run the red lights on Rhode Island Ave at Florida","Biker"
-77.0361825666527,38.9071377296582,136,"{5306E674-7B43-4798-878B-6E782FA89382}","136","Red light running","2015/06/30 01:37:38+00","Unassigned",10246,"Motorists driving northwest on Mass Ave through Scott Circle often run the red light at Rhode Island Ave for 2-3 seconds after the lights change.","Biker"
-77.0085414189507,38.8709072202532,138,"{D9F1F5DE-BDB1-4CD5-9FEB-E16AF5710E16}","138","Poor visibility","2015/06/30 11:41:55+00","Unassigned",13800,"The position of the ramp & height of the guard rail makes it difficutl for rt turning vehicles to see a cyclist coming off the ped path to cross the street","Biker"
-77.0165283671309,38.9142111508667,147,"{67E5B9F7-E5BD-4358-997F-2D1351523E31}","147","Other Driving Issue","2015/06/29 21:00:44+00","Unassigned",81,"Drivers often block this intersection due to waiting on drivers to turn left from Florida onto Rhode Island (Eastbound). Left turns should be prohibited at this intersection, since they can turn left onto R.I at 3rd St.","Biker"
-77.0296353861435,38.8954543976936,148,"{52CD40AE-D2AE-4394-9A95-27E834CA9FAB}","148","Jaywalking","2015/06/29 21:00:32+00","Unassigned",9190,"Pedestrians often jaywalk to the middle of the street  and stand directly in the middle of the bike lane while the bikes have a green light.","Biker"
-77.0090985607095,38.9108232669902,150,"{DB6A83E4-6503-4BC8-9AE2-2AB714386BAA}","150","Red light running","2015/06/29 21:01:34+00","Unassigned",9282,"Drivers are often running the red light on N. Capitol at Florida, and end up block the intersection as well.","Biker"
-77.0058842075842,38.9094191416968,156,"{0DABBA6A-21FD-498A-98B8-B83DF1B844E5}","156","Blocking the crosswalk","2015/06/29 21:02:37+00","Unassigned",12959,"Drivers are ALWAYS blocking the crosswalks at this circle.","Biker"
-77.0319543129754,38.8994004537378,159,"{AD9FFB55-DC39-4A07-9232-638178A5A5AD}","159","Red light running","2015/06/29 21:03:27+00","Unassigned",91,"Cars, especially those heading northbound in the morning often run the light, many times entering the intersection after the light is already red.","Biker"
-77.027040212998,38.9103542462946,162,"{0829783F-7AF5-4106-B37D-A4E760231D17}","162","Blocking the bikebox","2015/06/29 21:06:11+00","Unassigned",11315,"Cars very aggressively cross the bike lane to turn right onto Rhode Island many times without signaling or looking for cyclists.","Biker"
-77.0240402901834,38.9028612458986,164,"{9492B614-9661-4660-844E-21E1212E246E}","164","Other Driving Issue","2015/06/29 21:12:20+00","Unassigned",10091,"drivers seem to be confused about what type of vehicle belongs in the bus lane","Biker"
-77.0394742613904,38.8983294628319,168,"{E4F26DC3-1D31-43F5-A1D5-CFFB10F9D9DF}","168","Other Driving Issue","2015/06/29 21:14:16+00","Unassigned",12645,"During morning rush hour, cars turning left onto G Street are extremely aggressive and often don't look for cyclists before turning. I've nearly been hit more than once, and on several other occasions, have had to stop because of cars turning.","Biker"
-77.0352521572809,38.9126169741469,170,"{C40CB935-7DE0-4254-B1E8-2C2C1929F971}","170","Other Biking Issue","2015/06/29 21:14:24+00","Unassigned",6680,"Bike lane is not painted in the one block of R Street.","Biker"
-77.0270388756988,38.901596136795,171,"{73EA5495-B317-4CF8-AE33-77CD55CB34D1}","171","Double parking","2015/06/29 21:15:57+00","Unassigned",12879,"Casa Luca restaurant Valet regularly blocks bike lane and right car lane. Valet for restaurant will also regularly place restaurant Valet sign in bike lane.","Biker"
-77.0429568522385,38.9056625833746,172,"{5D9D417C-F5E2-43D4-82D0-DFDDD13CA53F}","172","Jaywalking","2015/06/29 21:16:10+00","Unassigned",7809,"At night, traffic from bars/restaurants spills over into bike lane. Almost every night after 9 pm the bike lane has people walking through it.","Biker"
-77.0276242375712,38.9291814616251,173,"{6577CA95-BF0A-4956-8956-6B6B13703B19}","173","Double parking","2015/06/29 21:16:46+00","Unassigned",1063,"Southbound bike lane often blocked by cars double parked to drop off people at the school. Those same cars often pull into bike lane without signaling/looking for cyclists.","Biker"
-77.0147781327611,38.9053692655649,174,"{CEC2115E-C2D3-47DA-A4FC-CC67D36873F4}","174","Red light running","2015/06/29 21:16:59+00","Unassigned",11495,"Drivers run this light heading North on NJ Ave during every cycle. Makes it very precarious for bike traffic trying to avoid traffic that is usually speeding as well.","Biker"
-77.0229516072804,38.9184225589294,175,"{4D6A8B0F-5AC3-4E72-98A4-398DDA90508A}","175","Other Biking Issue","2015/06/29 21:18:30+00","Unassigned",9706,"the pavement here is so filled with pot holes and seams and debris and gauges that it's impossible to traverse on a bike without zigzagging, which is dangerous and unpredictable","Biker"
-77.0330658081463,38.8990192510353,176,"{DEC818B9-BBB8-4F5F-9DBB-624D26789368}","176","Double parking","2015/06/29 21:18:35+00","Unassigned",732,"In addition to buses in bike lane, buses double park blocking right most lane.","Biker"
-77.0282809935485,38.9296737862533,179,"{B7CFB42E-99C1-4841-A44D-7354458D248F}","179","Other Driving Issue","2015/06/29 21:19:48+00","Unassigned",2139,"cars always double parked, passing too close, speeding, basically drivers make this block very dangerous","Biker"
-77.0284961611031,38.9006094768886,181,"{2F720C17-51E5-4B5A-81F5-41BB3ECA2F9D}","181","Speeding","2015/06/29 21:20:15+00","Unassigned",2790,"When traveling east bound on a bike, often ignored by west bound vehicles turning left onto 12th st. This is common throughout NY Ave NW, with drivers turning across the path of bikers who have a green light.","Biker"
-77.0319160354001,38.9201752055611,182,"{587C7EEB-5E95-4F20-9759-00D9F88B3C00}","182","Other Biking Issue","2015/06/29 21:21:01+00","Unassigned",8079,"Bicycle lane on 14th should be continued between Florida and Columbia NW, at least northbound (uphill). Cars are very aggressive and will pass very closely.","Biker"
-77.0243014294012,38.9020529125628,183,"{1C31606D-B89D-4EFE-BA47-BD570E30B92B}","183","Blocking the bikebox","2015/06/29 21:22:35+00","Unassigned",7725,"Drivers, especially taxis often cut across the bike lane well before the light to turn right onto 9 th st","Biker"
-77.0380840676277,38.9037476021234,185,"{FCA7221B-4D71-4E5D-95CA-350EDAA9DE00}","185","Double parking","2015/06/29 21:24:06+00","Unassigned",8412,"Van is often parked in L street bike lane during the early evenings, loading street vendor supplies.","Biker"
-77.0439447495023,38.9105128322056,187,"{141D36DF-F1C6-41F9-82E0-2163F0C5605E}","187","Speeding","2015/06/29 21:26:09+00","Unassigned",164,"Motorists often drive much higher than is legally permitted in the Conn ave tunnel under dupont circle. This is incredibly unsafe, especially for cyclists.","Biker"
-77.0364946123896,38.9170100134823,188,"{CF57A6AE-6DAC-452C-88C4-0F1AC3C5CD01}","188","Other Biking Issue","2015/06/29 21:27:31+00","Unassigned",4698,"Collision with van when they tried to pass me (cycling) through the intersection. Need bike signal or bike lead time. Plus there are no facilities on 16th St for cyclists","Biker"
-77.0331841992265,38.8955138102962,189,"{8BE3D3FD-AAED-453F-BF3F-621B46A91423}","189","Other Driving Issue","2015/06/29 21:27:37+00","Unassigned",1067,"Illegal U-turn through the bike lane morning of 6/29/15. Please add barriers to keep people on bikes safe. This has gone on too long.","Biker"
-77.0256200994661,38.8943441290732,191,"{3ADA4B1A-8A5E-4959-8A35-BA026DBBB981}","191","Other Driving Issue","2015/06/29 21:28:39+00","Unassigned",8606,"Barriers along cycle track do not go completely to the bollards, leaving enough room for cars to do illegal u-turns through the cycletrack. Please remeasure the distances and correct accordingly.","Biker"
-77.0345519407678,38.9126163374339,192,"{B46F3536-6C21-4DD2-BD1E-262BE43D1EE9}","192","Other Biking Issue","2015/06/29 21:28:52+00","Unassigned",7023,"No direct way for bikers to turn south onto 15th St track, often fighting against left turning cars. many bikers resort to jumping the light when it is clear. Would be good location for large bike box or bike specific lights.","Biker"
-77.0431025784294,38.9037518173498,202,"{7C0BD830-5877-4DC8-8E41-240770C5AB2B}","202","Other Driving Issue","2015/06/29 21:34:32+00","Unassigned",9935,"Motorists park/drive in the dedicated cycletrack here. Police officers from other jurisdictions also park here and then threaten anyone who tries to report them","Biker"
-77.0327021499935,38.9292705944514,204,"{CAF784FF-DE38-4B1F-8AE4-B0C81581587E}","204","Double parking","2015/06/29 21:35:46+00","Unassigned",763,"Cars -- often police or traffic enforcement, but also delivery trucks, cabs, and regular drivers, park in the bike lane with impunity.","Biker"
-77.0326282175115,38.9286114056868,205,"{A8CF3EC5-3CB8-4F73-80F5-120E02D5A954}","205","Double parking","2015/06/29 21:36:04+00","Unassigned",5540,"Cars -- often police or traffic enforcement, but also delivery trucks, cabs, and regular drivers, park in the bike lane with impunity.","Biker"
-77.0368703133237,38.9073611595173,206,"{212669A0-D6AD-45DB-92BD-F8C8B4C5B192}","206","Other Driving Issue","2015/06/29 21:36:35+00","Unassigned",8040,"Motorists regularly make ""left turns"" to stay in the circle from the wrong lanes, which is very dangerous for anyone who is exiting the circle from the correct lane to the driver's left.","Biker"
-77.033427646127,38.9589129115139,207,"{297D806E-8136-411F-B4B5-605ED0DD4DEE}","207","Other Biking Issue","2015/06/29 21:38:00+00","Unassigned",10446,"There is not enough room for a parking lane, a median, buses, cars, and bikes on this street and the one before it. In addition, the potholes are ridiculous.","Biker"
-77.0368703133237,38.9073611595173,208,"{9E896E76-823D-4570-91FA-A2EBF0FD8E58}","208","Other Driving Issue","2015/06/29 21:38:37+00","Unassigned",8040,"Motorists often block the entire road here while waiting for the traffic light. Their vehicles point perpendicularly across the dashed lane lines for Mass Ave","Biker"
-77.037655496673,38.9068717827292,209,"{A71A84B0-71E4-48A4-9770-9CD47E380EEE}","209","Failure to stop for pedestrians","2015/06/29 21:39:22+00","Unassigned",8833,"Motorists often do not stop here for people trying to cross the street.","Biker"
-77.033426932122,38.9620497836349,210,"{EE657C87-F5C6-4C10-973D-1EB222FF540B}","210","Blocking the bikebox","2015/06/29 21:39:52+00","Unassigned",9887,"This intersection is terrifying. Cars and buses routinely take the bike lane -- at the very last minute -- not to turn but to get around cars in the left-hand turning lane.","Biker"
-77.0319530321757,38.9170055783743,211,"{E1E799DA-3338-4742-8808-30993B7E298F}","211","Other Biking Issue","2015/06/29 21:41:51+00","Unassigned",8575,"This intersection is death-defying for all concerned. Motorists appear not to care a whit for the presence of cyclists, pedestrians, or even large objects in their way.","Biker"
-77.0333148449138,38.9083692184787,212,"{79DA96FE-EB74-43D3-9385-03F5F0CE42D5}","212","Speeding","2015/06/29 21:43:16+00","Unassigned",5855,"Motorists often drive aggressively above the speed limit here.","Biker"
-77.0335970803394,38.9082716258999,213,"{EF8B49B4-28EC-4518-9424-4762D017E83E}","213","Other Driving Issue","2015/06/29 21:44:15+00","Unassigned",5855,"Motorists often harass cyclists who ""get in their way"" on this block, using aggressive honking, ""tailgating"", or shouting.","Biker"
-77.0448918462302,38.907202741501,214,"{857DB509-FA2C-4A12-B552-CFCCD9BC7775}","214","Red light running","2015/06/29 21:45:23+00","Unassigned",10320,"Motorists often make an illegal ""left on red"" from 20th to N.","Biker"
-77.0283935465779,38.895109754117,216,"{F456879B-F97C-4CD7-B279-DE940A12416B}","216","Other Driving Issue","2015/06/29 21:47:24+00","Unassigned",1681,"Motorists regularly make illegal U-turns here.","Biker"
-77.0345662248816,38.9079402909059,217,"{D85E0CD2-3AE8-4F1B-9EDA-28E7BB358D58}","217","Red light running","2015/06/29 21:49:21+00","Unassigned",8371,"Cyclists in the cycletrack often cross Rhode Island Ave when they do not have the right of way.","Biker"
-77.043451179703,38.9056636698444,218,"{E38D6F01-B2D4-4184-88AE-01ACC6AF2F3C}","218","Jaywalking","2015/06/29 21:50:21+00","Unassigned",579,"Pedestrians often wait in the cycletrack while waiting for the light to change.","Biker"
