"lat","lon","ward","fatal","total_b","total_v","imp_b","imp_d","speeding","year","month","inj"
38.913429,-77.018927,"Ward 2",0,1,2,0,0,0,2014,7,"Minor Injury"
38.902515,-77.005887,"Ward 6",0,1,2,0,0,0,2014,7,"Minor Injury"
38.931059,-77.023521,"Ward 1",0,1,2,0,0,0,2014,8,"Minor Injury"
38.898563,-76.974173,"Ward 5",0,1,2,0,0,0,2014,7,"Minor Injury"
38.9002,-77.031956,"Ward 2",0,1,2,0,0,0,2014,2,"Minor Injury"
38.920364,-77.036507,"Ward 1",0,1,2,0,0,0,2014,2,"Minor Injury"
38.905219,-77.059174,"Ward 2",0,1,2,0,0,0,2014,2,"Major Injury"
38.909641,-77.046635,"Ward 2",0,1,2,0,0,0,2014,8,"Minor Injury"
38.915574,-77.041649,"Ward 2",0,1,2,0,0,0,2014,2,"Minor Injury"
38.91626,-77.021889,"Ward 1",0,1,2,0,0,0,2014,2,"Major Injury"
38.935296,-77.0327,"Ward 1",0,1,2,0,0,0,2014,8,"Minor Injury"
38.896118,-77.012164,"Ward 6",0,1,2,0,0,0,2014,8,"Major Injury"
38.922539,-77.072905,"Ward 3",0,1,2,0,0,0,2014,8,"Major Injury"
38.904058,-77.027049,"Ward 2",0,1,2,0,0,0,2014,8,"Minor Injury"
38.942422,-77.025655,"Ward 4",0,1,2,0,0,0,2014,2,"Minor Injury"
38.933488,-77.077042,"Ward 3",0,1,2,0,0,0,2014,8,"Minor Injury"
38.9007,-77.048823,"Ward 2",0,1,2,0,0,0,2014,8,"Minor Injury"
38.87648,-76.991534,"Ward 6",0,1,2,0,0,0,2014,8,"Minor Injury"
38.896129,-77.01519,"Ward 6",1,1,2,0,0,0,2014,8,"Fatality"
38.903743,-77.038498,"Ward 2",0,1,2,0,0,0,2014,8,"Minor Injury"
38.909147,-77.043913,"Ward 2",0,1,2,0,0,0,2014,8,"Minor Injury"
38.898315,-77.018921,"Ward 6",0,1,1,0,0,0,2014,3,"Minor Injury"
38.95431,-77.019768,"Ward 4",0,1,2,0,0,0,2014,8,"Major Injury"
38.897339,-77.018929,"Ward 6",0,1,2,0,0,0,2014,8,"Minor Injury"
38.873294,-76.991257,"Ward 6",0,1,2,0,0,0,2014,8,"Minor Injury"
38.896013,-76.954815,"Ward 7",0,1,2,0,0,0,2014,8,"Minor Injury"
38.915432,-77.019936,"Ward 1",0,1,2,0,0,0,2014,8,"Major Injury"
38.926851,-77.025979,"Ward 1",0,1,2,0,0,0,2014,8,"Major Injury"
38.900711,-77.044899,"Ward 2",0,1,2,0,0,0,2014,8,"Major Injury"
38.90374,-77.034577,"Ward 2",0,1,2,0,0,0,2014,8,"Major Injury"
38.90374,-77.029627,"Ward 2",0,1,2,0,0,0,2014,3,"Major Injury"
38.90963,-77.048797,"Ward 2",0,1,2,0,0,0,2014,8,"Minor Injury"
38.874276,-76.974863,"Ward 8",0,1,2,0,0,0,2014,8,"Minor Injury"
38.981419,-77.024455,"Ward 4",0,1,2,0,0,0,2014,8,"Minor Injury"
38.937077,-77.032722,"Ward 1",0,1,2,0,0,0,2014,8,"Minor Injury"
38.93866,-77.032729,"Ward 4",0,1,2,0,0,0,2014,8,"Minor Injury"
38.833362,-76.98572,"Ward 8",0,1,2,0,0,0,2014,3,"Minor Injury"
38.896412,-77.033649,"Ward 2",0,1,2,0,0,0,2014,8,"Major Injury"
38.942396,-77.082073,"Ward 3",0,1,2,0,0,0,2014,9,"Minor Injury"
38.954082,-77.027734,"Ward 4",0,1,2,0,0,0,2014,8,"Minor Injury"
38.90564,-77.019901,"Ward 2",0,1,2,0,0,0,2014,8,"Minor Injury"
38.916801,-77.041656,"Ward 1",0,1,2,0,0,0,2014,3,"Minor Injury"
38.89817,-76.988305,"Ward 6",0,1,2,0,0,0,2014,8,"Major Injury"
38.922539,-77.072905,"Ward 3",0,1,2,0,0,0,2014,8,"Minor Injury"
38.958411,-77.020318,"Ward 4",0,1,3,0,0,0,2014,9,"Minor Injury"
38.9096,-77.006256,"Ward 5",0,1,2,0,0,0,2014,4,"Minor Injury"
38.942713,-77.018781,"Ward 4",0,1,2,0,0,0,2014,9,"Minor Injury"
38.959596,-77.00703,"Ward 4",0,1,2,0,0,0,2014,9,"Minor Injury"
38.916971,-77.043885,"Ward 1",0,1,2,0,0,0,2014,9,"Major Injury"
38.915764,-77.012155,"Ward 5",0,1,2,0,0,0,2014,9,"Major Injury"
38.909642,-77.045441,"Ward 2",0,1,2,0,0,0,2014,9,"Major Injury"
38.929365,-77.019581,"Ward 1",0,1,2,0,0,0,2014,9,"Minor Injury"
38.906764,-76.979072,"Ward 5",0,1,2,0,0,0,2014,9,"Major Injury"
38.914092,-77.041672,"Ward 2",0,1,2,0,0,0,2014,4,"Major Injury"
38.902523,-77.039383,"Ward 2",0,1,2,0,0,0,2014,9,"Minor Injury"
38.915569,-77.031937,"Ward 1",0,1,2,0,0,0,2014,4,"Minor Injury"
38.909528,-77.055338,"Ward 2",0,1,2,0,0,0,2014,4,"Minor Injury"
38.925048,-76.985748,"Ward 5",0,1,2,0,0,0,2014,9,"Major Injury"
38.905651,-77.036534,"Ward 2",0,1,2,0,0,0,2014,9,"Minor Injury"
38.91188,-77.029622,"Ward 2",0,1,2,0,0,0,2014,9,"Major Injury"
38.897282,-77.050135,"Ward 2",0,1,2,0,0,0,2014,4,"Major Injury"
38.925364,-77.038439,"Ward 1",0,1,2,0,0,0,2014,4,"Major Injury"
38.914241,-77.017144,"Ward 1",0,1,2,0,0,0,2014,9,"Minor Injury"
38.914089,-77.022945,"Ward 1",1,1,4,0,0,0,2014,9,"Fatality"
38.902512,-77.056105,"Ward 2",0,1,2,0,0,0,2014,9,"Minor Injury"
38.90519,-77.062812,"Ward 2",0,1,2,0,0,0,2014,4,"Minor Injury"
38.916999,-77.029617,"Ward 1",0,1,2,0,0,0,2014,4,"Minor Injury"
38.932523,-77.020416,"Ward 1",0,1,2,0,0,0,2014,4,"Major Injury"
38.91872,-77.041681,"Ward 1",0,1,2,0,0,0,2014,9,"Minor Injury"
38.929697,-77.02775,"Ward 1",0,1,2,0,0,0,2014,9,"Minor Injury"
38.902646,-77.046654,"Ward 2",0,1,2,0,0,0,2014,4,"Major Injury"
38.907242,-77.019899,"Ward 2",0,1,2,0,0,0,2014,9,"Minor Injury"
38.907242,-77.034566,"Ward 2",0,1,2,0,0,0,2014,9,"Minor Injury"
38.898842,-76.9761,"Ward 5",0,1,2,0,0,0,2014,10,"Minor Injury"
38.878536,-76.961123,"Ward 7",0,1,2,0,0,0,2014,10,"Minor Injury"
38.912755,-77.012365,"Ward 5",0,1,2,0,0,0,2014,4,"Minor Injury"
38.89765,-76.969502,"Ward 7",0,1,2,0,0,0,2014,4,"Major Injury"
38.921307,-77.012148,"Ward 5",0,1,2,0,0,0,2014,4,"Minor Injury"
38.912609,-77.021918,"Ward 2",0,1,2,0,0,0,2014,4,"Minor Injury"
38.932859,-77.006317,"Ward 5",0,1,2,0,0,0,2014,10,"Minor Injury"
38.896118,-77.01143,"Ward 6",0,1,2,0,0,0,2014,4,"Minor Injury"
38.90947,-76.99828,"Ward 5",0,1,3,0,0,1,2014,10,"Major Injury"
38.906769,-77.067812,"Ward 2",0,1,2,0,0,0,2014,10,"Major Injury"
38.917,-77.034532,"Ward 2",0,1,2,0,0,0,2014,10,"Major Injury"
38.937874,-77.032729,"Ward 4",0,1,2,0,0,0,2014,4,"Major Injury"
38.915464,-77.020008,"Ward 2",0,1,2,0,0,0,2014,5,"Minor Injury"
38.914144,-77.016916,"Ward 1",0,1,2,0,0,0,2014,10,"Major Injury"
38.898865,-76.983646,"Ward 6",0,1,2,0,0,0,2014,5,"Minor Injury"
38.94899,-77.029701,"Ward 4",0,1,2,0,0,0,2014,5,"Major Injury"
38.89389,-77.021911,"Ward 6",0,1,2,0,0,0,2014,10,"Minor Injury"
38.902508,-77.016176,"Ward 6",0,1,2,0,0,0,2014,10,"Major Injury"
38.917819,-77.040606,"Ward 1",0,1,2,0,0,0,2014,10,"Major Injury"
38.916998,-77.025368,"Ward 1",0,1,2,0,0,0,2014,10,"Minor Injury"
38.935265,-76.992933,"Ward 5",0,1,2,0,0,0,2014,10,"Major Injury"
38.94207,-77.019201,"Ward 4",0,1,2,0,0,0,2014,10,"Major Injury"
38.875694,-77.020699,"Ward 6",0,1,2,0,0,0,2014,5,"Minor Injury"
38.903948,-77.027047,"Ward 2",0,1,2,0,0,0,2014,5,"Minor Injury"
38.900211,-77.043462,"Ward 2",0,1,2,0,0,0,2014,5,"Major Injury"
38.961274,-77.028009,"Ward 4",0,1,2,0,0,0,2014,10,"Minor Injury"
38.863456,-76.990965,"Ward 8",0,1,2,0,0,0,2014,10,"Major Injury"
38.919308,-76.999519,"Ward 5",0,1,2,0,0,0,2014,10,"Major Injury"
38.901484,-76.931641,"Ward 7",0,1,2,0,0,0,2014,10,"Minor Injury"
38.902531,-77.034578,"Ward 2",0,1,2,0,0,0,2014,10,"Minor Injury"
38.90374,-77.034577,"Ward 2",0,1,2,0,0,0,2014,11,"Major Injury"
38.919701,-77.000569,"Ward 5",0,1,2,0,0,0,2014,11,"Minor Injury"
38.900219,-77.009063,"Ward 6",0,1,2,0,0,0,2014,10,"Minor Injury"
38.939742,-77.027496,"Ward 4",0,1,2,0,0,0,2014,11,"Minor Injury"
38.905577,-76.991297,"Ward 5",0,1,2,0,0,0,2014,11,"Minor Injury"
38.930229,-77.032749,"Ward 1",0,1,2,0,0,0,2014,11,"Minor Injury"
38.902515,-77.005887,"Ward 6",0,1,2,0,0,0,2014,11,"Minor Injury"
38.896396,-77.009908,"Ward 6",0,1,2,0,0,0,2014,11,"Minor Injury"
38.907239,-77.048813,"Ward 2",0,1,2,0,0,0,2014,11,"Minor Injury"
38.918995,-77.021899,"Ward 1",0,1,2,0,0,0,2014,11,"Unknown Injury"
38.908929,-77.02415,"Ward 2",0,1,2,0,0,0,2014,11,"Minor Injury"
38.903747,-77.019417,"Ward 6",0,1,2,0,0,0,2014,11,"Major Injury"
38.929697,-77.02775,"Ward 1",0,1,2,0,0,0,2014,11,"Major Injury"
38.898236,-77.052145,"Ward 2",0,1,2,0,0,0,2014,11,"Minor Injury"
38.8988,-77.039461,"Ward 2",0,1,2,0,0,0,2014,11,"Minor Injury"
38.912598,-77.021918,"Ward 2",0,1,2,0,0,0,2014,12,"Minor Injury"
38.910548,-77.027039,"Null",0,1,2,0,0,0,2014,12,"Major Injury"
38.903728,-77.038509,"Ward 2",0,1,2,0,0,0,2014,12,"Minor Injury"
38.922677,-77.042661,"Ward 1",0,1,2,0,0,0,2014,12,"Major Injury"
38.925671,-77.037907,"Ward 1",0,1,2,0,0,0,2014,12,"Minor Injury"
38.91128,-77.022183,"Ward 2",0,1,2,0,0,0,2015,1,"Major Injury"
38.909641,-77.046635,"Ward 2",0,1,2,0,0,0,2014,12,"Minor Injury"
38.932706,-77.084754,"Ward 3",0,1,2,0,0,0,2014,12,"Minor Injury"
38.916844,-77.027265,"Ward 1",0,1,2,0,0,0,2015,3,"Minor Injury"
38.915348,-77.041658,"Ward 2",0,1,2,0,0,0,2015,4,"Minor Injury"
38.916461,-76.972144,"Ward 5",0,1,2,0,0,0,2015,5,"Major Injury"
38.915804,-77.029379,"Ward 1",0,1,2,0,0,0,2015,5,"Minor Injury"
38.879286,-77.017547,"Ward 6",0,1,2,0,0,0,2015,6,"Minor Injury"
38.911645,-77.027319,"Ward 2",0,1,2,0,0,0,2015,6,"Minor Injury"
38.905065,-77.059162,"Ward 2",0,1,2,0,0,0,2015,6,"Minor Injury"
38.914822,-77.002032,"Ward 5",0,1,2,0,0,0,2015,7,"Minor Injury"
38.907934,-77.034564,"Ward 2",0,1,2,0,0,0,2015,7,"Minor Injury"
38.895479,-77.033645,"Ward 2",0,1,1,0,0,0,2015,7,"Minor Injury"
38.927519,-77.00449,"Ward 5",0,1,2,0,0,0,2015,7,"Minor Injury"
